Usuario;Coorporativa;soyvaldiviacl;latercera;elmostrador
chikirizi_;0.229167;0.291667;0.208333;0.270833
amit_choudhury1;0.271916;0.242695;0.242695;0.242695
Gxbidessert;0.223214;0.223214;0.258929;0.294643
richardastroza;0;1;0;0
noytumama;0;1;0;0
don_pablov;0.291562;0.278613;0.214912;0.214912
NotariaKriman;0.26917;0.288078;0.221376;0.221376
AgroTechInc;0.267113;0.287202;0.232887;0.212798
Spotlight_cl;0.275;0.275;0.228571;0.221429
_aikele;0.241071;0.252976;0.22619;0.279762
23Furrys;0.196429;0.252551;0.27551;0.27551
Sailor_Book;0.25;0.285714;0.214286;0.25
plebiscitoanual;0.214286;0.279762;0.252976;0.252976
perpetuaparacjs;0.241071;0.232143;0.241071;0.285714
ulla432;0;0.381579;0.322368;0.296053
jursocfeuach;0.248214;0.275;0.228571;0.248214
enicolinio;0.236905;0.236905;0.257143;0.269048
PalauLola;0;0;0;1
lo_de_antes;0.692857;0.307143;0;0
ValdiviaCine;0.23852;0.279974;0.23852;0.242985
BigoteOporto;0.174107;0.29375;0.266071;0.266071
Covex5;0.225;0.225;0.275;0.275
eileensanmartin;0;0;0;1
Joaquin92843001;0.242695;0.271916;0.242695;0.242695
aspillagaUE8;0.207143;0.239286;0.289286;0.264286
Natalia56520202;0.257143;0.292857;0.203571;0.246429
Ydijolapaloma;0;0;0.5;0.5
Eacor;0.239796;0.295918;0.209184;0.255102
clofeliz;0.239286;0.292857;0.219643;0.248214
malenitta04;0.23852;0.26148;0.284439;0.215561
fvicennte;0.222527;0.240385;0.256181;0.280907
Guiller29295237;0.221429;0.282653;0.197959;0.297959
soldubpro;0.264286;0.232143;0.239286;0.264286
MdSaddamRahma12;0.27793;0.234432;0.209707;0.27793
esilvacuadra;0.228853;0.296523;0.245771;0.228853
flor_paillacar;0.21875;0.28125;0.232887;0.267113
Feliz_y_enojada;0.215179;0.288393;0.228125;0.268304
RefugeeClimate;0.215659;0.27793;0.271978;0.234432
Galandrier21;0;0.41;0.59;0
nathalie_tp;0.234432;0.271978;0.259158;0.234432
ClaudioBanares;0.25;0.276786;0.223214;0.25
nomine_populi;0.285714;0.285714;0.178571;0.25
KoteMunozm;0.223214;0.276786;0.25;0.25
Felipeyelqueso;0.221429;0.282653;0.197959;0.297959
boomartins;0.258929;0.214286;0.241071;0.285714
leonardonarvaez;0;0;1;0
mimundomenu;0.234432;0.271978;0.234432;0.259158
orslux;0.283883;0.247253;0.209707;0.259158
_Hothy_;0.231456;0.256181;0.280907;0.231456
DanyHernandeza;0.25;0.295918;0.229592;0.22449
ciro_cavs18;0.256181;0.280907;0.222527;0.240385
Mnica93492315;0.278613;0.291562;0.201963;0.227861
pdc_nunoa;0.290476;0.269048;0.214286;0.22619
dvjkoox;0.22619;0.27381;0.285714;0.214286
Granja2R;0.293155;0.273065;0.200893;0.232887
COyaneconchali;0.55;0;0.45;0
Claudia47499949;0.279974;0.295281;0.186224;0.23852
Jmaraboli;0.189732;0.290179;0.229911;0.290179
danicosimo;0.282004;0.294063;0.211967;0.211967
AliAkbo42682095;0.22619;0.291667;0.214286;0.267857
daniemarchant;0.261161;0.220982;0.21875;0.299107
miguelhotero;0.210714;0.266071;0.257143;0.266071
Gloria84263427;0;0.633333;0.366667;0
juangomezdeecu1;0;1;0;0
josecg984;0;0.59;0;0.41
AnnieValls;0.22619;0.279762;0.267857;0.22619
CharlesDArtagn4;0.280844;0.251623;0.233766;0.233766
SoniaEs86653048;0;0;0.366667;0.633333
carocamm;0.189286;0.241071;0.267857;0.301786
piliostale;0.229464;0.29375;0.226786;0.25
CorfoTarapaca;0;1;0;0
MillarayStyless;0;0;0;1
marti1615;0.26148;0.215561;0.23852;0.284439
lagunaseyam495;0.252976;0.184524;0.28125;0.28125
exploravalpo;0;1;0;0
isabelmonitaxxd;0;0;0;1
ChileanPatrotic;0.26148;0.284439;0.215561;0.23852
IraimaPaulina;0.259694;0.236735;0.27551;0.228061
jogoncha;0.244643;0.244643;0.223214;0.2875
militanteizq1;0;1;0;0
sheenaeaston8;0.269808;0.288715;0.223289;0.218187
jlprobostep;0.227068;0.287594;0.234211;0.251128
forritoamigo;0.228571;0.275;0.248214;0.248214
hilmar_99349;0.276786;0.227679;0.196429;0.299107
chasabocha;0.241071;0.258929;0.241071;0.258929
Claudia82837184;0.293546;0.259712;0.220865;0.225877
mariajose_cruz;0.234432;0.255189;0.275946;0.234432
raul_morales;0;1;0;0
Joker_Knives;0;0.64;0;0.36
Roxana_Donoso;0;1;0;0
Ale_FernandezM;0.219643;0.264286;0.292857;0.223214
Yolanda_010;0.215561;0.26148;0.284439;0.23852
mimamam08385013;0.233318;0.228853;0.245771;0.292058
NireNegro_Ed;0;1;0;0
ChiltonJoeseph;0;0.41;0.59;0
TomasPerezAcle;0.24504;0.285218;0.232887;0.236855
ascipo_usal;0.247619;0.284524;0.220238;0.247619
CarmenLlCh;0;1;0;0
rosita_berrios;0.268304;0.288393;0.195089;0.248214
CassanovaMarco;0.23852;0.279974;0.23852;0.242985
percasita;0.333333;0;0.333333;0.333333
PatoP2019;0;0.65;0;0.35
MariiCortese;0;1;0;0
nicagrami;1;0;0;0
Centro_Tomatis;0.232143;0.257143;0.221429;0.289286
JosefaMirandaa;0;0;0;1
RehabilitArtee;0.234432;0.27793;0.253205;0.234432
OVillagran8;0.235204;0.291837;0.235204;0.237755
ChrisComunista;0;1;0;0
sebals3;0.263636;0.292532;0.221916;0.221916
David_JX50;0.267857;0.252976;0.21131;0.267857
FeloMoralesB;0;0.4;0;0.6
fedaxv;0.282004;0.294063;0.211967;0.211967
Prodemu_Maule;0.244643;0.2875;0.244643;0.223214
axelchri;0;0;0;1
eehh40;0.235714;0.25;0.228571;0.285714
FlyingRetros;0.290179;0.258929;0.209821;0.241071
KarinaAliante;0.263636;0.292532;0.180195;0.263636
felipotrocancin;0.259694;0.282653;0.228061;0.229592
CerecedaReyes;0.244643;0.278571;0.189286;0.2875
Chilitolindo2;0.229592;0.246173;0.251276;0.272959
joaquin_rosasp;0;1;0;0
JuanchoSH;0.276786;0.227679;0.196429;0.299107
daf102ne;0.255519;0.292208;0.171104;0.281169
CristianEpp90;0.278613;0.291562;0.201963;0.227861
nicolas19028439;0.239796;0.239796;0.239796;0.280612
sr_riga;0.220238;0.291667;0.244048;0.244048
TLicitaciones;0.214286;0.296429;0.273214;0.216071
HonoryGloria78;0;0.65;0;0.35
202_claudia_;0.241071;0.303571;0.214286;0.241071
cbenussi;0.216766;0.285218;0.285218;0.212798
Magdance;0.249008;0.285218;0.232887;0.232887
beervaldivia;0.227273;0.288961;0.241883;0.241883
ppgomez;0.24268;0.29858;0.233807;0.224933
emprendedorarte;0.249313;0.306319;0.219093;0.225275
paolaarmijo;0.223214;0.2875;0.244643;0.244643
miguelotres;0.257143;0.2875;0.210714;0.244643
tiafrate;0.271916;0.242695;0.242695;0.242695
MaGoX;1;0;0;0
NovatoBursatil;0.252551;0.218537;0.241497;0.287415
TRAMARTramar;0.241071;0.290179;0.198661;0.270089
delosabrazos;0.217533;0.269481;0.217533;0.295455
edguther;0.234432;0.259158;0.222527;0.283883
carnavaforo;0.227679;0.283036;0.227679;0.261607
LuisCarvajalV;0.23474;0.292532;0.23474;0.237987
saintmatamoros;0.278571;0.264286;0.214286;0.242857
Alme_monse;0.287415;0.241497;0.252551;0.218537
FabianNova;0.26511;0.271978;0.197802;0.26511
EnthireO;0.257937;0.289683;0.22619;0.22619
ciiruzzo;0.219888;0.283613;0.22584;0.270658
claudia_soledad;0.214286;0.267857;0.294643;0.223214
7acuerda;0;0;1;0
Patrici51304361;0.215561;0.284439;0.26148;0.23852
vol_dog;0.276786;0.25;0.223214;0.25
ee_kausel;0;0;0;1
rickyuriarte;0;0;0;1
WeichanMillapan;0;1;0;0
TarquinoPaspala;0.262987;0.27013;0.196753;0.27013
CarpatoLuisa;0.276786;0.223214;0.25;0.25
XimenaPino11;0.235819;0.288078;0.235819;0.240284
Publicidadanti1;0.202574;0.290341;0.216744;0.290341
Elenink;0.18424;0.294785;0.252834;0.268141
pvpdecostarica;0;0;1;0
Sajubare;0.258929;0.223214;0.258929;0.258929
zumodeodio;0.233766;0.296176;0.235029;0.235029
paaupaaus;0;0;0;1
yuliannenotebae;0.223289;0.288715;0.237095;0.2509
KRONOS_VI;0.218701;0.298961;0.209091;0.273247
cinthyalissette;0.221429;0.285714;0.228571;0.264286
duck275;1;0;0;0
industrial_no;0.244071;0.296725;0.197911;0.261293
FanDeAnuel;0;1;0;0
elmismopeter;0.280907;0.256181;0.247253;0.215659
josechuecas;0;0;1;0
OMARSAAVEDRA500;0;1;0;0
Vera_social86;0;0;0.5;0.5
JaraDano;0.228571;0.264286;0.278571;0.228571
EducArte20;0.213936;0.257703;0.238796;0.289566
wena_perrin69;0;0;1;0
jruizivan;0.242857;0.264286;0.285714;0.207143
FelipeL72139339;0.241497;0.218537;0.260487;0.279478
polazu;0.284524;0.263095;0.204762;0.247619
Lizandri2322;0.275;0.278571;0.214286;0.232143
primeralineare1;0.245771;0.292058;0.199483;0.262688
FumayBaila;0;1;0;0
fepar;0.225;0.289286;0.242857;0.242857
LaDrHouse;1;0;0;0
Van_der_Zumel;0.222665;0.292033;0.235989;0.249313
MindfulNewsDail;0.271916;0.242695;0.242695;0.242695
Nei53931982;0;1;0;0
JoseAngel_VE;0.22619;0.263095;0.284524;0.22619
TomWilliamtom12;0.247024;0.287202;0.212798;0.252976
Facdeh_UCEN;0.228896;0.295455;0.206169;0.26948
Charleskingjr20;0;0;0.5;0.5
FuentesJavi19;0.288715;0.237095;0.237095;0.237095
Fernand25825606;0.208036;0.268304;0.235268;0.288393
jesus20flores;0.207483;0.287415;0.252551;0.252551
cftdelosrios1;0.221939;0.280612;0.257653;0.239796
rodrigorojascl;0;1;0;0
KoenigPeter_;0.235204;0.291837;0.235204;0.237755
pepisepu;0.233766;0.269481;0.233766;0.262987
oscarito1949;0.214286;0.269048;0.238095;0.278571
PamelaPamelet;0.209821;0.290179;0.261161;0.238839
MeharMsood;0;1;0;0
RGLabbe;0.237605;0.287185;0.237605;0.237605
ElneanaeySahar;0;0;0;1
paulisaavedrad_;0.271978;0.27793;0.234432;0.215659
m_volcovich;0.222527;0.289835;0.222527;0.26511
Palafitocastro;0.236358;0.296029;0.233807;0.233807
marce15031971;0.248214;0.248214;0.275;0.228571
capucanela;0.22584;0.283613;0.238796;0.251751
TeatroCamino;0.35;0.65;0;0
cata_onate;0.240284;0.288078;0.235819;0.235819
InnovaUtem;0.237605;0.287185;0.222269;0.252941
Deinny31569101;0.283673;0.267347;0.262245;0.186735
Sebasti75543380;0.27551;0.287415;0.218537;0.218537
RamirezSehelene;0.27551;0.284439;0.215561;0.22449
capucha_informa;0.239796;0.290816;0.214286;0.255102
LaMainSupport;1;0;0;0
matiasantono;0.27551;0.247449;0.206633;0.270408
maggi_brain;0.22619;0.22619;0.291667;0.255952
CgmchileCl;0.24268;0.293478;0.202085;0.261757
OllaPlaceres;0.271978;0.279121;0.16978;0.279121
iamtomjises;0;0;1;0
_CulturizArte_;0.237605;0.287185;0.237605;0.237605
CNGuardaparques;0.247253;0.280907;0.224588;0.247253
celamon11;0.244748;0.292542;0.198004;0.264706
huasoAntivirus;0.214031;0.278316;0.213265;0.294388
EDUCDOM;1;0;0;0
QuieroAbogadoCL;0.210714;0.278571;0.266071;0.244643
Marina54161539;0.288393;0.241071;0.202232;0.268304
Ricardo160447;0.242695;0.242695;0.242695;0.271916
Caty_Jaramillo;0.249008;0.285218;0.232887;0.232887
Barbaracb__;0.268939;0.21645;0.268939;0.245671
Ivan_villagran;0.218314;0.292696;0.213212;0.275779
flacoata;0.217857;0.257143;0.285714;0.239286
huntergann;0.241497;0.27551;0.241497;0.241497
chandycontenta;0.218537;0.281463;0.218537;0.281463
RandRemovals;0.257143;0.257143;0.275;0.210714
AcusticaChile;0;1;0;0
Rastrocom;0.328947;0.407895;0;0.263158
dahizevalentina;0.257143;0.290476;0.22619;0.22619
TodasYTodosAbo;0.266263;0.286352;0.19611;0.251276
conyrockets;0.247619;0.284524;0.220238;0.247619
applepiensa;0.207792;0.282062;0.213474;0.296672
juan_paulo_n;1;0;0;0
JulsTabata;0.241497;0.287415;0.229592;0.241497
jinzunzab;0;1;0;0
LeandraTransex;0;1;0;0
ChechoCastroC;0.241071;0.293155;0.224702;0.241071
JDCdeChile;0;1;0;0
RafaLopezMonje;0.28125;0.273066;0.164435;0.28125
Aninhihat;0.284524;0.263095;0.22619;0.22619
Kgraq_;0;1;0;0
P_Correa;0.241071;0.276786;0.241071;0.241071
CvegaR;0;1;0;0
lhernan_g;0.237782;0.296523;0.211936;0.253759
consuelogarciag;0;1;0;0
luzaob;0.203361;0.283613;0.241176;0.271849
museofthesea;0.291562;0.274645;0.214912;0.218881
LoverichMeghan;0.284524;0.247619;0.204762;0.263095
efrainleandro;0.243506;0.295455;0.202922;0.258117
ricardorr;0;1;0;0
CristinaKariste;0.215126;0.290756;0.252941;0.241176
Andresro1978;0.244748;0.283613;0.235819;0.235819
canal13;0.275;0.257143;0.210714;0.257143
LorenaB91912895;0.22449;0.290816;0.242347;0.242347
El_Cedazo;0.236735;0.220918;0.282653;0.259694
MrPanConQueso2;0;0;1;0
jk_sonder;0.219643;0.264286;0.292857;0.223214
RoxanaDuque2;0.231456;0.256181;0.231456;0.280907
elinformeblue;0.23852;0.26148;0.284439;0.215561
defensour;0.235204;0.294388;0.224235;0.246173
nelsongodoyr1;0.278571;0.253571;0.180357;0.2875
PatolokoX;0.271978;0.271978;0.190934;0.26511
Ju4nit4f4celess;0.233929;0.266071;0.233929;0.266071
ConiGaeteBiebs;0;0;1;0
marisareloaded;0.262987;0.222403;0.251623;0.262987
RandyMurray10;0.25;0.276786;0.214286;0.258929
gato_aqueveque;0.225;0.275;0.225;0.275
josefalillob;0;0;0;1
ilNegro_;0.227679;0.258929;0.223214;0.290179
borisalext;0.246173;0.294388;0.235204;0.224235
AntonioM646;0.215179;0.298214;0.238393;0.248214
hamedinam;0.262688;0.292058;0.18703;0.258224
DonConcurson;0;0.279426;0.398086;0.322488
albaquili;0.27551;0.27551;0.220918;0.228061
marcodrums7;0.242695;0.271916;0.242695;0.242695
jennifer_cababa;0;0;0;1
CallampinCueck;0.220918;0.259694;0.236735;0.282653
vicente_b_a;0.293546;0.259712;0.220865;0.225877
HubUpla;0.251128;0.294737;0.227068;0.227068
Katheri21994177;0.243878;0.27551;0.220918;0.259694
termoformado_cl;0.238796;0.289566;0.20098;0.270658
DanielHernan1;0.235819;0.288078;0.240284;0.235819
hernandezchile;0.241497;0.27551;0.218537;0.264456
fifoSandoval;0.27551;0.241497;0.27551;0.207483
PierceLilholt;0.41;0.59;0;0
AlexPaulAltami1;1;0;0;0
marianalaloca3;0.251623;0.280844;0.233766;0.233766
AlbertR04286907;0.234432;0.271978;0.234432;0.259158
GJ_FORD5000;0.263636;0.292532;0.221916;0.221916
jorgenautomorei;0.228571;0.285714;0.235714;0.25
nati_sep;0.236813;0.254396;0.22967;0.279121
Ana20479847;0.22619;0.293793;0.213861;0.266156
MariaEs17663690;0.212798;0.287202;0.232887;0.267113
JoeAguila17;0.241667;0.210714;0.284524;0.263095
Guillermo_S12;0.214286;0.232143;0.267857;0.285714
sofita_2021;0.219888;0.289566;0.20098;0.289566
perthtravelers;0.285218;0.249008;0.180556;0.285218
Pauloal28560015;0.263095;0.247619;0.204762;0.284524
thenetninjauk;0.172619;0.252976;0.287202;0.287202
LUISATAPAZ;0.22449;0.290816;0.22449;0.260204
PilarOpazoL;0.268939;0.268939;0.193182;0.268939
Giani___;0.244792;0.28125;0.241071;0.232887
Mr_Ratatouille;0.35;0.65;0;0
ChileCd;1;0;0;0
hnash46850612;0.257457;0.257457;0.208006;0.27708
Elenamaggio8;0.263636;0.292532;0.221916;0.221916
tolekeno;0.264319;0.303242;0.16812;0.264319
vbarraquijada;0.235714;0.285714;0.257143;0.221429
PatricioGP2;0.210714;0.275;0.228571;0.285714
quewealanaya;0.233766;0.274892;0.245671;0.245671
vueltadpagina;0.257143;0.228571;0.257143;0.257143
AlcibarLLanos;0.197959;0.282653;0.259694;0.259694
cceemmhh;0.22619;0.266156;0.213861;0.293793
janitasunflower;0.203328;0.292208;0.222403;0.282062
syyselys;1;0;0;0
HrsMediaGroupe;0.223289;0.269808;0.283613;0.223289
viauno_cl;0.251275;0.294388;0.214031;0.240306
arenjars;0;0;0;1
JosCont65863833;0.236813;0.279121;0.254396;0.22967
ANDES_Chile;0.193978;0.251751;0.264706;0.289566
gabitapatita;0.271978;0.240385;0.222527;0.26511
fleepdj;0.245671;0.292208;0.231061;0.231061
TiaPikachu;0.234432;0.27793;0.209707;0.27793
hfariasaroca;0.267857;0.252976;0.199405;0.279762
ajmeer_sharif;0.201531;0.26148;0.252551;0.284439
CineTerrorValdi;0.258929;0.267857;0.241071;0.232143
jornadaspaalex;0;1;0;0
Pineritsum;0.32381;0.67619;0;0
k_ogass;0.232887;0.287202;0.267113;0.212798
JorgeHi51506571;0.237245;0.255102;0.216837;0.290816
Mili_Furinii;0.237987;0.292532;0.23474;0.23474
INFOMANIAPERU;1;0;0;0
LibCatalonia;0.214286;0.303571;0.214286;0.267857
TabarniaSur;0.298214;0.273214;0.241071;0.1875
BeatrizBeatrice;0.287594;0.262688;0.212876;0.236842
Blusber_;0;1;0;0
Aleyandrio;0.271916;0.242695;0.242695;0.242695
soloparamunecas;0.217533;0.269481;0.217533;0.295455
Albertinarossel;0.267857;0.294643;0.189286;0.248214
jose_1047;0.215774;0.260417;0.22619;0.297619
NoeSancho;0.239796;0.280612;0.221939;0.257653
xalito85;0.226084;0.286352;0.251276;0.236288
Mabedife;0.231879;0.301812;0.214814;0.251495
cl_sanatorio;0.248214;0.288393;0.215179;0.248214
AireNuevoChile;0;1;0;0
mrc_xelin;0;1;0;0
Matias92__;0;1;0;0
pedrogut99;0.229464;0.29375;0.226786;0.25
AndresHuirca;0;0;1;0
37dd88dc247b4d8;0.25;0.25;0.25;0.25
SorgGuy;0.264319;0.303242;0.16812;0.264319
Unions4DTrump;0.242695;0.271916;0.242695;0.242695
0scargatica;0.251276;0.286352;0.231186;0.231186
JaimeGu65538566;0.231696;0.284821;0.248214;0.235268
carminavigo;0.264286;0.207143;0.264286;0.264286
meradejanito;0;1;0;0
DaniAleBM;0.26511;0.240385;0.222527;0.271978
ribarbosajr;0.225;0.236905;0.269048;0.269048
comunidadenmov;0.221429;0.290816;0.243878;0.243878
manegritto;0.221429;0.264286;0.228571;0.285714
horri67;0;0;0.426667;0.573333
DevCodela;0.213474;0.242695;0.271916;0.271916
Picaflor_rojo;0;0;0;1
ocotsalamanca;0.219888;0.289566;0.219888;0.270658
ElEncuentro2018;0.275;0.253571;0.278571;0.192857
BFKunstmann2016;0.25;0.276786;0.223214;0.25
Hunterxxx666;1;0;0;0
Claudio10549998;0.234375;0.285714;0.21875;0.261161
mihumildepensar;0.231186;0.286352;0.211097;0.271365
pdepraga;0;1;0;0
marioanglo2;0.201786;0.266071;0.244643;0.2875
jcalarcontv;0.236631;0.28686;0.236631;0.239878
juanpanderito;0;1;0;0
antiwinnercl;0.187229;0.262987;0.274892;0.274892
alvarosotorguam;0.243506;0.295455;0.202922;0.258117
CharchaChileno;0.293254;0.265079;0.220833;0.220833
AlonsoArandaY01;0.22449;0.26148;0.229592;0.284439
AlvaroLledo11;0.271916;0.242695;0.242695;0.242695
CVegyte;0;0;0;1
anto8790;0.241497;0.296769;0.195578;0.266156
marcocumi;0;0.67619;0.32381;0
SergioA67661172;0.45;0.55;0;0
MarcosGahona;0.233766;0.298701;0.233766;0.233766
Querette6;0.41;0;0;0.59
Konxita;0;0.54;0;0.46
EupvSaguntFem;0.25;0.223214;0.25;0.276786
beto_castillo81;0.204082;0.290816;0.244898;0.260204
manefran;0.257143;0.284524;0.232143;0.22619
pcayuqueo;0.186735;0.283673;0.245918;0.283673
JuanAdrianLeiv3;0.251751;0.283613;0.212885;0.251751
pati82134415;0.333333;0;0.333333;0.333333
juanmardones_;0.239796;0.280612;0.239796;0.239796
Emanuel86867408;0.218537;0.27551;0.218537;0.287415
FraaxFair;0.289286;0.226786;0.194643;0.289286
Ciudadanana;0.286352;0.251276;0.19611;0.266263
ClauSillerVM;0.267113;0.232887;0.287202;0.212798
ElPuebloAprueba;0.232732;0.299254;0.232732;0.235283
CDUC1937;0.201531;0.281463;0.22619;0.290816
psico_que;0.283613;0.264706;0.222269;0.229412
PollyanaConsti1;0.228571;0.257143;0.257143;0.257143
caricaturasniso;0.258929;0.223214;0.258929;0.258929
marymar0102;0.207792;0.277597;0.218831;0.295779
elcharlymarian;0;0.633333;0;0.366667
Cam_C17;0.235714;0.290476;0.22619;0.247619
ReneMValenzuel1;0.271916;0.262987;0.193182;0.271916
NicoIgnacio146;0.283883;0.259158;0.222527;0.234432
Fran_Caliope;0;1;0;0
LulaBarbieri;0;0.633333;0;0.366667
jusediaz12;0.5;0;0.5;0
Mariaasinomas;0.265306;0.295918;0.19898;0.239796
america_karin;0.240284;0.288078;0.235819;0.235819
MariaPanquehue;0.239796;0.295918;0.209184;0.255102
marialuz_lulu;0.257143;0.275;0.210714;0.257143
fabianmochileno;1;0;0;0
rotito1;1;0;0;0
bblnene;0.290476;0.247619;0.183333;0.278571
kkennythe1st;0.290179;0.258929;0.209821;0.241071
DRiVMex;0.210884;0.294785;0.279478;0.214853
pamelanut;0.27793;0.27793;0.184982;0.259158
donpablojavier;0.211039;0.262987;0.262987;0.262987
MamitasPro;0;0.279426;0.398086;0.322488
marielasantiser;0.276786;0.232143;0.196429;0.294643
Affastrategies;0.252941;0.237605;0.222269;0.287185
Lenguajera;0.24397;0.268089;0.24397;0.24397
armajesse;0.273464;0.297447;0.211525;0.217564
Corbiobio;0.235544;0.281463;0.258503;0.22449
lyonduran;0.282051;0.230769;0.205128;0.282051
Jhonata12725803;0.237605;0.287185;0.222269;0.252941
piensadaniloca;0.216667;0.235714;0.269048;0.278571
meisshaily;0.372807;0;0.313596;0.313596
mariaithurria;0.189286;0.284524;0.263095;0.263095
Amada21215000;0.208333;0.273809;0.232143;0.285714
PCFCORTEZ;0.213675;0.296703;0.213675;0.275946
Piliantuneze;0.296176;0.241703;0.205808;0.256313
hpmoller;0.206633;0.270408;0.247449;0.27551
carlosfgr6;0.244898;0.290816;0.222789;0.241497
FilialEP7;0.25;0.303571;0.214286;0.232143
chilenalibertar;0.233929;0.242857;0.257143;0.266071
barrientoslucho;0.22619;0.290476;0.22619;0.257143
Visviri_xv;0.27551;0.229592;0.242347;0.252551
berenicealmona1;0;0.573333;0;0.426667
Alexandro011;0.257305;0.296672;0.178571;0.267451
hfmorales1;0.269048;0.204762;0.225;0.30119
KarenAlayo;0.280844;0.251623;0.233766;0.233766
Ulteriuslv;0.241071;0.290179;0.227679;0.241071
JORGEED03656947;0;1;0;0
Gabigaviota3;0.289286;0.264286;0.223214;0.223214
VideoMovieMagFr;0.287202;0.267113;0.198661;0.247024
LentesEclipse_;0.227679;0.290179;0.236607;0.245536
PabloPincel;0.242695;0.271916;0.222403;0.262987
lauchitapituca;0.284439;0.284439;0.215561;0.215561
Zequiels_G;0.283613;0.276611;0.238796;0.20098
eukkkkkkkjk;0.241883;0.288961;0.227273;0.241883
BibiBarahona;0.209707;0.259158;0.283883;0.247253
RojasSarapura;0.22619;0.22619;0.291667;0.255952
paulinaines;0.239796;0.280612;0.239796;0.239796
fvarela07;0.248214;0.288393;0.215179;0.248214
AaliaCh22;0.204762;0.277183;0.224802;0.293254
elosopenquista;0.258503;0.281463;0.207483;0.252551
elmerooro;0;1;0;0
Rockeroalbo10;0.242695;0.271916;0.242695;0.242695
derechasi5;0.279974;0.279974;0.220026;0.220026
Tallarinesconk1;0.21526;0.295779;0.193182;0.295779
chicoUNI;0;0;1;0
MykleFitzpatri1;0.257305;0.296672;0.178571;0.267451
Csar97073732;0.257457;0.257457;0.208006;0.27708
Annyiih;0.261161;0.290179;0.25;0.198661
anaineok;0.22449;0.295918;0.22449;0.255102
cote_b_s;0;0.25;0.375;0.375
dannyunix;0.241071;0.279762;0.241071;0.238095
manuelcsv;0.22449;0.26148;0.229592;0.284439
EDYVOGEL;0;0.5;0;0.5
sebamillares;0.242695;0.271916;0.242695;0.242695
Trotakcom;0.264286;0.248214;0.198214;0.289286
Dustin_Casner;0.170113;0.293546;0.265664;0.270677
LilayuPorOsorno;0.248214;0.275;0.228571;0.248214
bpagricolas;0.165179;0.290179;0.272321;0.272321
Davinamis;0.241667;0.22619;0.284524;0.247619
vrupgrade;0;0;0;1
AgrupalesbicaRS;0.234432;0.255189;0.275946;0.234432
JohnWil90128884;0.271617;0.287594;0.203947;0.236842
mnet_smart;1;0;0;0
yasdy0;0.206933;0.264706;0.226891;0.301471
anibalrogel;0.226084;0.286352;0.251276;0.236288
romvi_v;0;1;0;0
CocaditasB;0.207143;0.285714;0.264286;0.242857
Cwayita18;0.285714;0.207143;0.264286;0.242857
OraNext_;0.254638;0.294063;0.184601;0.266698
dhaniela89;0.232887;0.287202;0.267113;0.212798
BluesBluestone;0.227273;0.288961;0.241883;0.241883
selloudec;0.225;0.289286;0.242857;0.242857
jjgallego;0.21606;0.29858;0.205856;0.279503
TiaZurda;0.245238;0.302381;0.22619;0.22619
jodamu;0.262245;0.294388;0.208163;0.235204
RestCivitas;0.265079;0.293254;0.204762;0.236905
dishkin11;0.229592;0.262245;0.278571;0.229592
vzlahosting_;0.252976;0.293155;0.172619;0.28125
dwayne_jh41;0;1;0;0
dropp_damn;0.246429;0.257143;0.210714;0.285714
juan_estay84;0.283613;0.273634;0.188025;0.254727
CochLucas;0;1;0;0
samar_redes;0;1;0;0
Anacehope1;0;0.46;0;0.54
garciarafi1;0.249008;0.285218;0.232887;0.232887
6deron;0.242347;0.290816;0.206633;0.260204
Sindicatotv13;0.222403;0.251623;0.262987;0.262987
SofiaConchaU;1;0;0;0
