followee;follower;id_followee;id_follower;followee_count;followers_count
jesus_sims;jdufeu;313;19223;576;274
jesus_sims;josepinochetv;313;5161;110;100
jesus_sims;merrazu5;313;41663;400;122
olivapedro;merrazu5;11049;41663;400;122
jesus_sims;JsfChile;313;5224;63;138
Fuegoflama1;JsfChile;18762;5224;63;138
jesus_sims;FelipeKettlun;313;15400;190;68
jesus_sims;DanielBenasus;313;36607;119;37
jesus_sims;isimunozp;313;8928;160;113
EvelynM17499326;isimunozp;12370;8928;160;113
jesus_sims;GalaxiaCaoia;313;34404;54;9
jesus_sims;palomafacuse;313;27910;176;93
jesus_sims;DepilEasyConce;313;18019;728;180
jesus_sims;natuaat;313;38375;342;60
jesus_sims;jppradenas;313;6962;327;154
jesus_sims;berni_scarneo;313;24231;87;35
montmarcelo;berni_scarneo;24840;24231;87;35
TataJorge3;berni_scarneo;24170;24231;87;35
jesus_sims;Domoaster;313;28197;531;363
jesus_sims;amarezal;313;5708;421;106
Th3r3s3Lopez;amarezal;20552;5708;421;106
jesus_sims;fprhz;313;35213;457;139
JuanVial11;fprhz;17510;35213;457;139
bancodechile;fprhz;14190;35213;457;139
Valeskitia;fprhz;14693;35213;457;139
jesus_sims;jaimeguili;313;3615;752;597
NET1Z3N;jaimeguili;39353;3615;752;597
francis78219183;jaimeguili;867;3615;752;597
jesus_sims;pafemag;313;35117;115;41
jesus_sims;RosaEspinoza_;313;26079;10076;14543
Alexis_del_sur;RosaEspinoza_;934;26079;10076;14543
PanchoSea;RosaEspinoza_;1077;26079;10076;14543
jesus_sims;nicolasbucarey;313;36409;638;269
osvaldocs80;nicolasbucarey;39948;36409;638;269
weirdobibi;nicolasbucarey;17997;36409;638;269
jesus_sims;pilarsepulvedaj;313;17958;420;244
jesus_sims;iphone_roto;313;5805;1752;861
KevinCopper7;iphone_roto;2176;5805;1752;861
jesus_sims;tetellabbe;313;29622;84;32
jesus_sims;mfranward;313;5956;86;103
mampubebes;mfranward;38363;5956;86;103
EstadoMujeres;mfranward;37725;5956;86;103
jesus_sims;belecv;313;30156;989;341
jesus_sims;bastianwcl;313;4964;667;259
jesus_sims;pvicunai;313;36926;391;273
ismeldapulgarp;pvicunai;26316;36926;391;273
Ariasmotors;pvicunai;12091;36926;391;273
MyriamMorgado;pvicunai;10476;36926;391;273
jesus_sims;cristobalmoena;313;3155;271;24
jesus_sims;rosilvab;313;3040;233;140
hombredelcartel;rosilvab;35150;3040;233;140
jesus_sims;macavaldiviav;313;13619;706;430
GerardoBulsara;macavaldiviav;7105;13619;706;430
jesus_sims;sverdugop;313;19919;485;173
jesus_sims;paobolelli;313;28397;725;279
jesus_sims;pedro_segura;313;16680;1885;1367
FundacionJAA;pedro_segura;31012;16680;1885;1367
franpesse;pedro_segura;8133;16680;1885;1367
jesus_sims;josefinaob;313;16224;95;27
dimin_uda;josefinaob;17443;16224;95;27
jesus_sims;VictoriaSeguraM;313;11096;315;222
jesus_sims;verosotot;313;20979;192;122
jesus_sims;RamosSotoCrist2;313;6559;111;13
Leon_Cata;RamosSotoCrist2;470;6559;111;13
elameba1;RamosSotoCrist2;1310;6559;111;13
Priscil10037698;Jano82162918;315;36382;38;3
luigi_qb;Jano82162918;30489;36382;38;3
Priscil10037698;Paulina_Rojas_P;315;32323;3244;2931
PatriciaCocq;Paulina_Rojas_P;1113;32323;3244;2931
ContastiJorge;Enrique44128101;316;21051;97;23
PostingShonen;Enrique44128101;30046;21051;97;23
ContastiJorge;danielandresv;316;8609;650;218
irma_pintos;danielandresv;8234;8609;650;218
Aire_Sur_Chile;KatyuskaBP;318;40519;217;82
TheRON_____;KatyuskaBP;38078;40519;217;82
Aire_Sur_Chile;ClearAirCarmel;318;10869;657;159
Ogarcia72;ClearAirCarmel;41521;10869;657;159
Aire_Sur_Chile;elrancahuaso;318;25500;4012;24708
Aire_Sur_Chile;elamaule;318;6253;1526;13570
Aire_Sur_Chile;elconcecuente;318;8459;3926;13947
Aire_Sur_Chile;elrepuertero;318;9868;1168;16408
Aire_Sur_Chile;elmagallanews;318;37849;2340;9506
katheri93206948;elmagallanews;11622;37849;2340;9506
lnfofutebol;elmagallanews;16633;37849;2340;9506
Aire_Sur_Chile;elvacanudo;318;32867;3932;15446
Alberto80081029;elvacanudo;165;32867;3932;15446
agendaculturaGT;elvacanudo;17111;32867;3932;15446
Ari__as;elvacanudo;40450;32867;3932;15446
Aire_Sur_Chile;elnaveghable;318;21336;4746;14292
cinostrozas;elnaveghable;582;21336;4746;14292
AlejandroAgoni;elnaveghable;1023;21336;4746;14292
Lalyval;elnaveghable;1479;21336;4746;14292
AlejandroAcua5;elnaveghable;2366;21336;4746;14292
Edurod1105;elnaveghable;2931;21336;4746;14292
Gonzalo20212;elnaveghable;2937;21336;4746;14292
RedSalasTeatro;elnaveghable;33399;21336;4746;14292
Aire_Sur_Chile;jbaltrac;318;19770;2877;1986
alfredocacc1;jbaltrac;3373;19770;2877;1986
igorRomanovHols;jbaltrac;41666;19770;2877;1986
Aire_Sur_Chile;Mbascour;318;26388;647;155
Manuel_munozt;Mbascour;40462;26388;647;155
Aire_Sur_Chile;Pancho1870;318;17835;52;6
_LezShipp_1;Pancho1870;8550;17835;52;6
Aire_Sur_Chile;Oriana81402964;318;21532;3803;4353
YonaRincon;Oriana81402964;25895;21532;3803;4353
Aire_Sur_Chile;cofre_marina;318;4838;17;1
Matias_Mendezzz;cofre_marina;20566;4838;17;1
SabbirA05565096;cofre_marina;23148;4838;17;1
IngeContrerasR;cofre_marina;20899;4838;17;1
Aire_Sur_Chile;CLAUMARTINEZN;318;9889;442;175
TarreoWWEChile;CLAUMARTINEZN;34154;9889;442;175
Aire_Sur_Chile;LuisRob96147653;318;37173;209;14
fcojavierchile;LuisRob96147653;38120;37173;209;14
Aire_Sur_Chile;IgnacioYngve;318;28508;3215;712
myaegerb;IgnacioYngve;1375;28508;3215;712
Aire_Sur_Chile;roachita85;318;7152;221;33
Aire_Sur_Chile;lfelipesur;318;4900;253;45
gonzadelrior;lfelipesur;4907;4900;253;45
Aire_Sur_Chile;Wolf45386388;318;37898;135;30
Rodrigo33821606;Wolf45386388;26654;37898;135;30
Aire_Sur_Chile;NicolasRivasI1;318;23551;152;34
Aire_Sur_Chile;SV4172;318;33494;2409;627
Aire_Sur_Chile;rsumen;318;35419;2219;33983
Aire_Sur_Chile;pedroabarzua;318;21475;51;714
RosWislet;pedroabarzua;3607;21475;51;714
Aire_Sur_Chile;robertoivb;318;23685;306;24
alsosprachzaru;robertoivb;13204;23685;306;24
Aire_Sur_Chile;FerCoyhaique;318;7925;279;143
Aire_Sur_Chile;Javier_1993_;318;35468;131;219
veromoure;Javier_1993_;29915;35468;131;219
Aire_Sur_Chile;fjhguala;318;4601;1071;53
Aire_Sur_Chile;Guiselitave;318;22863;317;147
Losrioscb;Guiselitave;1492;22863;317;147
NIPAOREY;Guiselitave;10604;22863;317;147
Aire_Sur_Chile;coniconitaa_;318;7791;176;183
Aire_Sur_Chile;CZapata02;318;39288;319;41
Aire_Sur_Chile;Jwheydon;318;22504;3643;2372
Aire_Sur_Chile;paulina_asav;318;23399;411;258
Aire_Sur_Chile;klaudiow;318;24469;2485;1521
Huancaya_Peru;klaudiow;33527;24469;2485;1521
Aire_Sur_Chile;manuapruebo;318;19564;4978;2738
TiendaStrass;manuapruebo;13738;19564;4978;2738
Aire_Sur_Chile;ARMN_Mechanix;318;22869;109;3
amor_patriot;ARMN_Mechanix;31733;22869;109;3
devsynart;ARMN_Mechanix;29293;22869;109;3
buskerone;ARMN_Mechanix;20680;22869;109;3
Aire_Sur_Chile;manquehue38;318;17983;884;125
Aire_Sur_Chile;Roko60745476;318;15623;572;233
Aire_Sur_Chile;Danit4ever;318;20188;517;126
Aire_Sur_Chile;iigualdad;318;26503;771;8125
GolpeNoticias;iigualdad;5393;26503;771;8125
mundodaboIa;iigualdad;25593;26503;771;8125
Aire_Sur_Chile;mancilllds;318;41757;864;68
mamos9000;mancilllds;20515;41757;864;68
Aire_Sur_Chile;EcoIgualdad;318;38278;1732;952
PaulaHuenchuleo;EcoIgualdad;1182;38278;1732;952
carlosernestome;EcoIgualdad;1272;38278;1732;952
Carolina__Olave;EcoIgualdad;2143;38278;1732;952
Aire_Sur_Chile;ICe24601;318;20507;931;160
javieravera123;ICe24601;27652;20507;931;160
LaTortaCurico;ICe24601;19228;20507;931;160
Aire_Sur_Chile;Coyuyi;318;39513;2598;935
Aire_Sur_Chile;Pam_h_233;318;32856;171;7
Irache25215209;Pam_h_233;13506;32856;171;7
Aire_Sur_Chile;claw215;318;38286;78;11
BlueActionFund;claw215;21232;38286;78;11
Aire_Sur_Chile;08willy08;318;32385;503;99
itseasyer;08willy08;22565;32385;503;99
Aire_Sur_Chile;Coyuyo;318;36364;838;291
IamYourCinema;Coyuyo;19426;36364;838;291
Aire_Sur_Chile;tv_Amaro;318;19711;1848;794103
ruben_molina;tv_Amaro;29824;19711;1848;794103
Aire_Sur_Chile;CochLucas;318;9778;204;33
Aire_Sur_Chile;GdiegoGonzalez;318;25412;128;8
Aire_Sur_Chile;andreaubal;318;13197;3440;1669
Aire_Sur_Chile;ulla432;318;9279;135;7
Portia75148039;ulla432;31972;9279;135;7
cantforgetjonas;ulla432;21568;9279;135;7
Aire_Sur_Chile;JRetmann;318;16930;1135;224
Aire_Sur_Chile;Pam36019601;318;5946;1108;751
tenerifeend;Pam36019601;31081;5946;1108;751
seguridadKrauzz;Pam36019601;31241;5946;1108;751
Lapichicha1;Pam36019601;19604;5946;1108;751
Aire_Sur_Chile;antoniopuntocl;318;16657;299;194
Aire_Sur_Chile;marcialinquiman;318;39307;1018;1022
Aire_Sur_Chile;irisandthecats;318;23603;328;8
GdaGroupCo;irisandthecats;34293;23603;328;8
Aire_Sur_Chile;mgm_mar;318;16422;4897;2448
LiberemosTibet;mgm_mar;17626;16422;4897;2448
Aire_Sur_Chile;franz_bu;318;40084;541;170
Aire_Sur_Chile;Castillo161190;318;28792;739;142
roberta_mclean;Castillo161190;8877;28792;739;142
Aire_Sur_Chile;PORTHUSTEGUY;318;5829;4843;8905
liinnuwu;PORTHUSTEGUY;3189;5829;4843;8905
P0mSexton;PORTHUSTEGUY;21755;5829;4843;8905
Aire_Sur_Chile;HGowx;318;12198;4590;2500
ggcontre;HGowx;31724;12198;4590;2500
Gladys32455135;HGowx;30223;12198;4590;2500
vicmantapia;HGowx;41758;12198;4590;2500
Aire_Sur_Chile;Nissin_Alvo_R;318;20501;12139;11037
QuintaEmprende;Nissin_Alvo_R;15994;20501;12139;11037
Aire_Sur_Chile;Antonio17465743;318;7769;1909;35
Aire_Sur_Chile;RodrigoVillaSi;318;8788;1441;101
Evans_Concha;RodrigoVillaSi;12774;8788;1441;101
Aire_Sur_Chile;AndreaAbalos_;318;24401;22;3
Aire_Sur_Chile;vitto_alvarado;318;38629;1566;1548
aletopito;vitto_alvarado;469;38629;1566;1548
Aire_Sur_Chile;Sigrid_Cluze;318;4670;679;61
pchy07;Sigrid_Cluze;31103;4670;679;61
Aire_Sur_Chile;Carroli69452607;318;16202;204;19
Aire_Sur_Chile;080Gthooo;318;26818;1099;83
Aire_Sur_Chile;trienalsur;318;27922;65;100
Aire_Sur_Chile;Javiera93698765;318;15189;60;1
Aire_Sur_Chile;AsocSma;318;19986;464;116
Aire_Sur_Chile;HOPUbiquitous;318;10739;5001;2380
Aire_Sur_Chile;hdesolminihac;318;36406;7246;61393
Vigarisdi2;hdesolminihac;25636;36406;7246;61393
Aire_Sur_Chile;Lecimat_Lab;318;29021;143;79
manpearl;Lecimat_Lab;41127;29021;143;79
Aire_Sur_Chile;Silvia52157971;318;27605;22;1
Aire_Sur_Chile;javieramunozca;318;11788;1370;915
Eduardo78155669;javieramunozca;33557;11788;1370;915
Aire_Sur_Chile;rnoerr;318;7657;1713;1223
rperez_aravena;rnoerr;2608;7657;1713;1223
AlfaCentaury87;rnoerr;20746;7657;1713;1223
Aire_Sur_Chile;adita1982;318;33482;291;46
franck_pfan;adita1982;41438;33482;291;46
Crosasmaule;adita1982;4618;33482;291;46
amm_marie;adita1982;24809;33482;291;46
Aire_Sur_Chile;drd50084770;318;34845;467;34
Aire_Sur_Chile;yoyisgz;318;36272;2275;189
Dbravogomez;yoyisgz;15880;36272;2275;189
3riking;yoyisgz;14581;36272;2275;189
yassnacatalina;yoyisgz;7859;36272;2275;189
almejo;yoyisgz;29905;36272;2275;189
Aire_Sur_Chile;RRHH_UFRO;318;19827;821;612
sgonzalezsoto;RRHH_UFRO;36765;19827;821;612
ncontrer5;RRHH_UFRO;32713;19827;821;612
Aire_Sur_Chile;simplehobby;318;23755;49;75
Aire_Sur_Chile;elemsiei;318;23093;871;93
Aire_Sur_Chile;LuzMariaVaras;318;8637;1245;833
Aire_Sur_Chile;rdiasdevivar;318;32310;2061;2327
Aire_Sur_Chile;PamelaUrtubia;318;10689;541;56
SabbirA05565096;PamelaUrtubia;23148;10689;541;56
Aire_Sur_Chile;emilfork_marcos;318;31632;1143;195
rperez_aravena;emilfork_marcos;2608;31632;1143;195
Aire_Sur_Chile;chiuval;318;14104;186;108
Aire_Sur_Chile;climatecollabcl;318;33197;71;36
RominaNorambue7;climatecollabcl;2994;33197;71;36
SignoreCesare;climatecollabcl;37450;33197;71;36
Aire_Sur_Chile;Malditoturista1;318;15877;412;0
Paulicorreaok;Malditoturista1;9005;15877;412;0
Aire_Sur_Chile;srubianog;318;28279;2024;2232
solecastrom;srubianog;4373;28279;2024;2232
Aire_Sur_Chile;_Don_Barredora_;318;31828;372;133
dewback;_Don_Barredora_;2452;31828;372;133
Aire_Sur_Chile;lvshananene;318;35718;327;303
scifiwasabie;lvshananene;2774;35718;327;303
FelipeMonteroC3;marioaguilera4;321;26202;12177;36296
marcoide;marioaguilera4;493;26202;12177;36296
Patrici04887481;marioaguilera4;560;26202;12177;36296
BeroizaMarcelo;marioaguilera4;591;26202;12177;36296
Mimus_thenca;marioaguilera4;775;26202;12177;36296
bvgambilia;marioaguilera4;994;26202;12177;36296
Ro03946929Jorge;marioaguilera4;997;26202;12177;36296
jcmr2009;marioaguilera4;1196;26202;12177;36296
ergotaminico;marioaguilera4;1315;26202;12177;36296
Patita32614529;marioaguilera4;1328;26202;12177;36296
AdanMan6;marioaguilera4;1372;26202;12177;36296
patisinger;marioaguilera4;1536;26202;12177;36296
Adri_Moreno17;marioaguilera4;1597;26202;12177;36296
Sergio98051647;marioaguilera4;1658;26202;12177;36296
Ndumo72316586;marioaguilera4;2425;26202;12177;36296
ciudadanoidiota;marioaguilera4;2427;26202;12177;36296
elsemifusa;marioaguilera4;2440;26202;12177;36296
AlexisMoralesZ2;marioaguilera4;2459;26202;12177;36296
FelipeMonteroC3;hemdiaz;321;24410;207;82
MoNoNocho;hemdiaz;16244;24410;207;82
ConstanzaPazBu1;hemdiaz;27238;24410;207;82
FelipeMonteroC3;esteban1985;321;20177;3825;2304
isanavarro4x4;esteban1985;1996;20177;3825;2304
Jotoso_DiegoG;esteban1985;2403;20177;3825;2304
FelipeMonteroC3;CalamaYareta;321;24054;828;288
cdizq;CalamaYareta;18989;24054;828;288
FelipeMonteroC3;CEDIDH;321;4674;2254;2296
Tati_Isa00;CEDIDH;1092;4674;2254;2296
xFVVA;CEDIDH;1850;4674;2254;2296
javiasencios;CEDIDH;2003;4674;2254;2296
Juan_Ignacioc;CEDIDH;2397;4674;2254;2296
Constanza_Segov;CEDIDH;2470;4674;2254;2296
diegosuazo1983;CEDIDH;23759;4674;2254;2296
YenixC;CEDIDH;35360;4674;2254;2296
FelipeMonteroC3;cloncomilla;321;3952;4362;2833
katiabus;cloncomilla;1482;3952;4362;2833
ObservatorioDmc;cloncomilla;5792;3952;4362;2833
FelipeMonteroC3;IvannaOlivares5;321;5080;195;554
bandaterrestre;IvannaOlivares5;15973;5080;195;554
FelipeMonteroC3;arquitectxschd;321;4209;1116;736
FelipeMonteroC3;rpinop;321;28823;674;348
Margot07390121;rpinop;18785;28823;674;348
VecinosFC2015;rpinop;7367;28823;674;348
FelipeMonteroC3;lhmontero;321;26464;1087;546
FelipeMonteroC3;ArquitectosMa;321;4990;653;95
ForoChile;ArquitectosMa;576;4990;653;95
FelipeMonteroC3;Werken_Rojo;321;13400;3171;1527
leivacan;CineTerrorValdi;324;9603;2216;1657
valemilesjae;CineTerrorValdi;587;9603;2216;1657
IgnacioVivero17;CineTerrorValdi;856;9603;2216;1657
CamilaS85842272;CineTerrorValdi;1058;9603;2216;1657
MarinaG71775413;CineTerrorValdi;1153;9603;2216;1657
nakata1970;CineTerrorValdi;1216;9603;2216;1657
PatagoniaDev;CineTerrorValdi;1359;9603;2216;1657
Franeguiluz;CineTerrorValdi;1363;9603;2216;1657
butacalosrios;CineTerrorValdi;1473;9603;2216;1657
Pie_Huana;CineTerrorValdi;1552;9603;2216;1657
Jsvd30389989;CineTerrorValdi;1575;9603;2216;1657
Leo_Alarcon_;CineTerrorValdi;1594;9603;2216;1657
BerrocalDarinka;CineTerrorValdi;2123;9603;2216;1657
MariLonghiTwitt;CineTerrorValdi;2364;9603;2216;1657
FrancyscaLuna;CineTerrorValdi;2508;9603;2216;1657
ishtar_inana;CineTerrorValdi;2758;9603;2216;1657
NicolsMujica10;CineTerrorValdi;2819;9603;2216;1657
RusselGonzalez;CineTerrorValdi;2917;9603;2216;1657
valdivia_city;CineTerrorValdi;2989;9603;2216;1657
mauriox;CineTerrorValdi;3395;9603;2216;1657
LuisMig87878890;CineTerrorValdi;29604;9603;2216;1657
leivacan;Techyhigher1;324;37046;2998;164
elmerlot19;Techyhigher1;3019;37046;2998;164
kikaemy;Techyhigher1;10238;37046;2998;164
leivacan;Caelesti5;324;34162;363;178
Enrique16176567;Caelesti5;1198;34162;363;178
montana007_;Caelesti5;23732;34162;363;178
kadriazo;Caelesti5;21227;34162;363;178
Vector05542099;CapenManha;325;8464;295;9
Vector05542099;wesbellah;325;7498;1846;311
JeanLoupens;wesbellah;1293;7498;1846;311
masajepareja;DeliveryxHotxCL;329;28871;162;7
ceciliatoro;DeliveryxHotxCL;20838;28871;162;7
masajepareja;AriaJanessa;329;8077;2730;2648
leene;AriaJanessa;27962;8077;2730;2648
CarlosRuz_F;AriaJanessa;19849;8077;2730;2648
masajepareja;UlisesChvez13;329;40989;275;10
chinoinostroza;UlisesChvez13;31533;40989;275;10
Keutder;UlisesChvez13;37158;40989;275;10
masajepareja;santiguinos2021;329;11288;1449;2356
Asoflo2;santiguinos2021;2422;11288;1449;2356
AcreliaNews;santiguinos2021;41102;11288;1449;2356
masajepareja;Andrea92215078;329;3875;163;6
crilling;Andrea92215078;22457;3875;163;6
masajepareja;Edgaral17972986;329;11661;1092;165
CelsoDiputado;Edgaral17972986;37255;11661;1092;165
masajepareja;Maquiavelico199;329;29295;399;9
BarbaraKoke;Maquiavelico199;19745;29295;399;9
masajepareja;bayronyoungking;329;11947;1311;80
KaustubhKhare2;bayronyoungking;14008;11947;1311;80
masajepareja;Zamurai50888053;329;4426;66;2
Caro90472161;Zamurai50888053;11016;4426;66;2
itch_bryan;Zamurai50888053;4317;4426;66;2
masajepareja;SeductoresAyE;329;11252;220;49
Alfredo_Galvez;SeductoresAyE;7360;11252;220;49
masajepareja;hot_potro;329;35927;3272;546
plazadignidadtv;hot_potro;13255;35927;3272;546
mile_cl;hot_potro;14202;35927;3272;546
masajepareja;Meisuke18;329;4407;2281;12
Joluismartinca1;Meisuke18;18412;4407;2281;12
fabi_smili;Meisuke18;40116;4407;2281;12
masajepareja;Diablit12414386;329;24923;378;24
natachamancilla;Diablit12414386;10420;24923;378;24
hfariasaroca;Diablit12414386;9601;24923;378;24
alejandraaldea;Diablit12414386;15874;24923;378;24
masajepareja;Perruno83;329;32718;2137;137
lachorrilla;Perruno83;5851;32718;2137;137
masajepareja;JuanVal44928320;329;20920;223;23
Lorekemp;JuanVal44928320;29226;20920;223;23
masajepareja;Rafael88976451;329;14061;882;77
masajepareja;sumi2728;329;35865;634;305
masajepareja;Pareja1717;329;35063;1779;704
AyoseNaranjo;Pareja1717;10857;35063;1779;704
Luciaa02404;Pareja1717;36943;35063;1779;704
masajepareja;Cristob23492594;329;31433;119;4
ismaeltocornal;Cristob23492594;29713;31433;119;4
masajepareja;Naibaf57432647;329;29441;617;172
masajepareja;Alfredobrionesj;329;32740;1074;17
lauritalumaco1;Alfredobrionesj;29771;32740;1074;17
PsicologaDiaz;Alfredobrionesj;33920;32740;1074;17
danieladelamaza;Alfredobrionesj;40781;32740;1074;17
masajepareja;SamyMora8;329;36065;1781;41
masajepareja;JuanPabloGreyR;329;17830;2132;54
masajepareja;raul_cardemil;329;22249;1479;30
tainitoon;raul_cardemil;23670;22249;1479;30
masajepareja;fantastycouple;329;33767;3376;1309
SindicatoParis2;fantastycouple;38203;33767;3376;1309
usaaragones781;fantastycouple;8853;33767;3376;1309
masajepareja;PilarAntonio5;329;18557;277;10470
cristop20168462;PilarAntonio5;1015;18557;277;10470
masajepareja;JoelSWmcbo;329;32693;2814;867
prado_massiel;JoelSWmcbo;18518;32693;2814;867
masajepareja;LOSINDIOS5;329;5002;1471;10680
masajepareja;LuisMoragaCast2;329;24306;100;9
masajepareja;miguel19782013;329;6356;115;7
vidalmarrero;miguel19782013;21510;6356;115;7
VTRsoporte;miguel19782013;38970;6356;115;7
juanguille94;miguel19782013;21466;6356;115;7
masajepareja;NatyiLuis;329;40284;1435;8501
teounder;NatyiLuis;13409;40284;1435;8501
masajepareja;morenoStgo32;329;37373;570;1381
FanatlcoFutebol;morenoStgo32;4328;37373;570;1381
masajepareja;venu5infurss;329;28426;69;1131
masajepareja;Sebtia3;329;6468;372;12
pdbcmx;Sebtia3;29008;6468;372;12
masajepareja;fracisal;329;25093;364;451
masajepareja;Dafnee29;329;10106;4592;4180
mjoserocha2;Dafnee29;29221;10106;4592;4180
MarianMadariaga;Dafnee29;36258;10106;4592;4180
masajepareja;NORBEYDUQUE6;329;17237;407;214
kreactivoscl;NORBEYDUQUE6;13269;17237;407;214
masajepareja;leiidyestrada23;329;10111;1478;1919
TeppaLuis;leiidyestrada23;5401;10111;1478;1919
masajepareja;RosarioEliseo1;329;19748;215;65
OyarceEmilia;RosarioEliseo1;19600;19748;215;65
masajepareja;quecreestudemi;329;21493;2379;111
masajepareja;milissenn1;329;16338;2040;1081
CE3LLP;milissenn1;28917;16338;2040;1081
masajepareja;andresruizsali1;329;40083;141;2
masajepareja;Nataliaa8a;329;3300;4887;4264
jpbravobr;Nataliaa8a;12946;3300;4887;4264
masajepareja;Perversaobsesi8;329;36726;147;402
RitaLLacerda;Perversaobsesi8;39186;36726;147;402
NotFyF;Perversaobsesi8;7635;36726;147;402
cesarlpg1;Perversaobsesi8;4074;36726;147;402
masajepareja;y_burrito;329;36547;94;202
manaparaguine;y_burrito;19746;36547;94;202
AliLeonCh;y_burrito;19424;36547;94;202
masajepareja;baby_agness;329;6951;396;45
Agustn52066216;baby_agness;2329;6951;396;45
nayali23610;baby_agness;17772;6951;396;45
masajepareja;Javho1186;329;29634;4537;84
masajepareja;Eduardo10356269;329;40163;1360;426
masajepareja;pareja2020stgo;329;12525;373;805
masajepareja;soloio24299579;329;27911;197;5
vekio10;soloio24299579;10656;27911;197;5
masajepareja;ema_cristobal;329;31860;2425;23141
Margaritatoloz3;ema_cristobal;32024;31860;2425;23141
Carmen_E_muller;ema_cristobal;28936;31860;2425;23141
masajepareja;VictorR31418272;329;4199;185;0
masajepareja;SethDemian76;329;9162;58;1
SrFaick;SethDemian76;19171;9162;58;1
masajepareja;KhoelPatricia;329;15358;36;43
masajepareja;Juan22892980;329;38927;16;0
Bigdateosabequ1;Juan22892980;2576;38927;16;0
viajoyexisto;Juan22892980;14113;38927;16;0
Cacadem_cl;Juan22892980;39918;38927;16;0
edo_isc;Juan22892980;33476;38927;16;0
masajepareja;Secretosw21;329;19969;58;15
masajepareja;ResRtv;329;33771;1081;5
gertru1970;ResRtv;1578;33771;1081;5
masajepareja;karloshotsw;329;33751;800;90
darkcris;karloshotsw;13916;33751;800;90
sebahassi;karloshotsw;33483;33751;800;90
masajepareja;MARIANELA1968PT;329;5762;88;4
masajepareja;manuelquiroz50;329;33057;1189;46
hayRestriccion;manuelquiroz50;38117;33057;1189;46
